,season,day,landscape,year,method,wolf_seen
2476,winter,thu,grasslands,2014,drone,False
1314,summer,tue,hills,2014,drone,False
1510,summer,wed,grasslands,2014,drone,False
3150,spring,mon,grasslands,2014,drone,False
764,spring,fri,grasslands,2014,drone,True
355,winter,mon,grasslands,2014,robot-spy,True
690,winter,mon,grasslands,2014,drone,True
1262,winter,thu,forest,2014,drone,False
2571,winter,thu,mountains,2014,drone,False
536,spring,wed,hills,2014,human,True
1264,autumn,thu,mountains,2014,robot-spy,False
3333,summer,wed,mountains,2014,drone,False
1269,summer,fri,mountains,2014,drone,False
2453,summer,sun,hills,2014,robot-spy,False
3175,autumn,thu,forest,2014,robot-spy,False
3376,winter,sat,hills,2014,robot-spy,False
3177,spring,wed,mountains,2014,drone,False
780,winter,tue,grasslands,2014,robot-spy,True
368,winter,mon,mountains,2014,drone,True
1920,autumn,fri,hills,2014,drone,False
1991,summer,fri,grasslands,2014,robot-spy,False
546,spring,fri,grasslands,2014,drone,True
809,spring,sat,grasslands,2014,drone,False
2994,winter,sat,hills,2014,drone,False
3553,winter,fri,mountains,2014,drone,False
3695,summer,fri,hills,2014,drone,False
2961,winter,tue,grasslands,2014,drone,False
2267,summer,sun,hills,2014,drone,False
2960,autumn,thu,grasslands,2014,drone,False
2958,winter,sun,forest,2014,robot-spy,False
2206,winter,fri,forest,2014,drone,False
2805,autumn,tue,grasslands,2014,robot-spy,False
3689,spring,tue,hills,2014,human,False
2678,autumn,mon,hills,2014,robot-spy,False
1715,spring,fri,hills,2014,human,False
2833,spring,tue,grasslands,2014,human,False
2838,winter,sun,grasslands,2014,drone,False
2841,spring,mon,mountains,2014,human,False
1711,spring,thu,hills,2014,drone,False
729,autumn,thu,hills,2014,drone,True
1638,spring,wed,forest,2014,human,False
994,summer,wed,grasslands,2014,human,False
1695,autumn,fri,hills,2014,drone,False
2734,spring,thu,forest,2014,drone,False
1639,summer,mon,mountains,2014,drone,False
632,autumn,mon,hills,2014,drone,True
2238,autumn,mon,grasslands,2014,drone,False
3724,spring,sun,forest,2014,robot-spy,False
1647,spring,thu,forest,2014,drone,False
630,winter,wed,hills,2014,drone,True
3735,spring,fri,forest,2014,drone,False
976,summer,fri,hills,2014,drone,False
2729,summer,wed,grasslands,2014,drone,False
2965,summer,sat,hills,2014,human,False
1816,autumn,tue,forest,2014,robot-spy,False
3755,spring,sun,grasslands,2014,human,False
1096,winter,wed,mountains,2014,drone,False
2272,summer,sun,forest,2014,drone,False
3819,autumn,wed,mountains,2014,drone,False
2275,autumn,mon,hills,2014,drone,False
1069,summer,wed,mountains,2014,robot-spy,False
2276,summer,thu,forest,2014,drone,False
1824,autumn,wed,grasslands,2014,drone,False
3817,winter,fri,grasslands,2014,drone,False
2191,summer,wed,mountains,2014,drone,False
652,summer,wed,mountains,2014,drone,True
1070,summer,sun,mountains,2014,drone,False
3667,summer,thu,grasslands,2014,drone,False
3669,summer,sun,forest,2014,drone,False
3643,winter,fri,forest,2014,robot-spy,False
924,autumn,tue,forest,2014,drone,False
2787,summer,thu,forest,2014,human,False
1738,summer,fri,grasslands,2014,human,False
1755,summer,sun,hills,2014,robot-spy,False
2860,winter,mon,forest,2015,robot-spy,False
1956,spring,tue,forest,2015,drone,False
720,autumn,tue,forest,2015,robot-spy,True
1465,winter,wed,forest,2015,drone,False
3185,autumn,fri,hills,2015,drone,False
2858,autumn,mon,hills,2015,drone,False
2563,autumn,sun,grasslands,2015,drone,False
4104,spring,tue,mountains,2015,drone,False
2566,summer,sun,hills,2015,drone,False
4307,summer,wed,mountains,2015,robot-spy,False
4146,summer,tue,grasslands,2015,human,False
4416,spring,sat,grasslands,2015,robot-spy,False
3171,spring,sun,hills,2015,drone,False
1490,winter,mon,mountains,2015,human,False
4392,spring,thu,mountains,2015,robot-spy,False
1493,spring,mon,hills,2015,drone,False
207,spring,mon,grasslands,2015,drone,True
2884,autumn,sun,grasslands,2015,drone,False
4916,autumn,fri,grasslands,2015,robot-spy,False
4136,summer,mon,forest,2015,robot-spy,False
409,winter,mon,grasslands,2015,human,True
1444,summer,mon,hills,2015,human,False
56,autumn,tue,hills,2015,drone,True
2739,summer,sun,mountains,2015,human,False
4773,summer,fri,grasslands,2015,human,False
4115,spring,mon,grasslands,2015,drone,False
1946,spring,tue,hills,2015,drone,False
1404,spring,fri,forest,2015,drone,False
3219,autumn,sat,mountains,2015,human,False
2826,autumn,thu,mountains,2015,human,False
475,autumn,sun,hills,2015,drone,True
1413,autumn,wed,hills,2015,drone,False
3248,winter,sun,forest,2015,drone,False
2775,summer,wed,grasslands,2015,human,False
220,autumn,mon,mountains,2015,drone,True
1709,autumn,tue,mountains,2015,robot-spy,False
1701,spring,tue,forest,2015,human,False
4702,winter,sat,hills,2015,robot-spy,False
1437,summer,mon,mountains,2015,drone,False
4688,winter,mon,mountains,2015,drone,False
1766,spring,sat,hills,2015,robot-spy,False
391,autumn,wed,forest,2015,robot-spy,True
1680,autumn,thu,hills,2015,drone,False
1917,winter,tue,forest,2015,drone,False
457,winter,mon,hills,2015,drone,True
2914,winter,sun,grasslands,2015,drone,False
1779,autumn,fri,grasslands,2015,drone,False
4874,autumn,sat,forest,2015,drone,False
4873,summer,tue,grasslands,2015,drone,False
2612,summer,wed,forest,2015,drone,False
1629,spring,sat,hills,2015,human,False
2954,autumn,mon,mountains,2015,robot-spy,False
1878,autumn,thu,hills,2015,robot-spy,False
1618,summer,tue,grasslands,2015,robot-spy,False
1575,summer,mon,mountains,2015,drone,False
4568,spring,wed,mountains,2015,drone,False
4743,spring,wed,mountains,2015,drone,False
46,summer,fri,hills,2015,drone,True
2624,autumn,tue,mountains,2015,human,False
3033,summer,sun,forest,2015,robot-spy,False
2968,winter,mon,hills,2015,drone,False
1632,autumn,sun,hills,2015,drone,False
2674,summer,sun,forest,2015,drone,False
1614,spring,wed,grasslands,2015,robot-spy,False
4351,spring,sat,mountains,2015,drone,False
189,winter,mon,hills,2015,drone,True
4857,spring,tue,hills,2015,drone,False
1581,winter,sun,hills,2015,drone,False
700,autumn,thu,hills,2015,robot-spy,True
701,spring,fri,forest,2015,drone,True
4360,spring,sat,mountains,2015,drone,False
1592,spring,sat,hills,2015,drone,False
1596,autumn,tue,hills,2015,human,False
179,winter,tue,mountains,2015,drone,True
3008,spring,tue,mountains,2015,drone,False
1600,spring,sun,grasslands,2015,drone,False
2658,summer,sat,grasslands,2015,drone,False
4839,autumn,tue,forest,2015,drone,False
442,spring,wed,grasslands,2015,drone,True
1881,autumn,tue,hills,2015,drone,False
752,autumn,fri,mountains,2015,drone,True
2576,winter,thu,grasslands,2015,drone,False
2901,winter,sat,grasslands,2015,human,False
416,winter,fri,forest,2015,robot-spy,True
2905,autumn,mon,mountains,2015,drone,False
2577,winter,mon,mountains,2015,robot-spy,False
4385,summer,wed,grasslands,2015,robot-spy,False
1782,winter,sun,hills,2015,drone,False
471,spring,mon,forest,2015,robot-spy,True
2651,spring,tue,forest,2015,drone,False
1641,summer,mon,forest,2015,robot-spy,False
4169,autumn,mon,mountains,2015,robot-spy,False
2926,summer,mon,forest,2015,human,False
1520,summer,sat,hills,2015,drone,False
2931,summer,sat,grasslands,2015,robot-spy,False
465,winter,mon,hills,2015,drone,True
2711,spring,wed,hills,2015,drone,False
1806,autumn,thu,hills,2015,robot-spy,False
3070,summer,fri,mountains,2015,drone,False
4189,autumn,sun,forest,2015,drone,False
1549,summer,sun,mountains,2015,robot-spy,False
1547,autumn,tue,grasslands,2015,drone,False
755,autumn,mon,grasslands,2015,human,True
1542,autumn,wed,forest,2015,human,False
1657,spring,fri,mountains,2015,drone,False
3079,summer,tue,hills,2015,robot-spy,False
1886,spring,fri,hills,2015,drone,False
2698,autumn,sat,mountains,2015,robot-spy,False
153,spring,fri,mountains,2015,drone,True
3101,spring,tue,mountains,2015,drone,False
39,autumn,fri,mountains,2015,drone,True
1807,summer,fri,forest,2015,drone,False
1537,spring,fri,grasslands,2015,drone,False
2516,autumn,sun,mountains,2015,drone,False
1732,summer,mon,mountains,2015,drone,False
2083,autumn,mon,hills,2015,drone,False
3736,winter,thu,hills,2015,robot-spy,False
2342,summer,tue,hills,2015,drone,False
1378,winter,wed,forest,2015,human,False
3885,summer,sun,forest,2015,robot-spy,False
4625,summer,sun,hills,2015,drone,False
2246,spring,thu,grasslands,2015,drone,False
3521,spring,sat,grasslands,2015,drone,False
1195,winter,tue,hills,2015,robot-spy,False
3503,summer,wed,mountains,2015,robot-spy,False
4632,spring,sun,forest,2015,drone,False
4478,winter,sun,hills,2015,robot-spy,False
966,spring,tue,forest,2015,drone,False
3498,winter,wed,forest,2015,drone,False
3496,winter,mon,forest,2015,drone,False
4495,summer,tue,forest,2015,drone,False
5052,spring,thu,hills,2015,drone,False
4589,winter,fri,forest,2015,human,False
3486,winter,fri,grasslands,2015,drone,False
629,winter,wed,forest,2015,drone,True
342,autumn,wed,grasslands,2015,drone,True
905,autumn,fri,grasslands,2015,robot-spy,False
4000,autumn,sat,forest,2015,drone,False
343,winter,mon,grasslands,2015,drone,True
670,autumn,thu,hills,2015,drone,True
2405,autumn,sun,hills,2015,drone,False
295,winter,tue,hills,2015,drone,True
659,summer,tue,hills,2015,drone,True
2044,spring,mon,hills,2015,drone,False
2038,spring,fri,mountains,2015,drone,False
103,winter,tue,mountains,2015,drone,True
5050,summer,thu,mountains,2015,drone,False
1141,spring,fri,grasslands,2015,drone,False
1139,summer,fri,hills,2015,human,False
5144,autumn,sun,hills,2015,drone,False
8,autumn,thu,mountains,2015,robot-spy,True
4529,spring,fri,hills,2015,drone,False
620,autumn,fri,mountains,2015,drone,True
258,autumn,mon,grasslands,2015,human,True
3911,autumn,wed,forest,2015,human,False
5134,winter,thu,hills,2015,human,False
3914,spring,fri,forest,2015,human,False
1055,spring,tue,mountains,2015,human,False
3675,autumn,tue,mountains,2015,robot-spy,False
622,autumn,thu,hills,2015,robot-spy,True
868,autumn,tue,mountains,2015,robot-spy,False
5,winter,fri,grasslands,2015,drone,True
3660,spring,sat,mountains,2015,drone,False
3659,winter,thu,forest,2015,drone,False
980,winter,sat,mountains,2015,robot-spy,False
3653,winter,tue,mountains,2015,drone,False
661,spring,tue,grasslands,2015,human,True
3733,winter,sun,hills,2015,human,False
1123,winter,sat,hills,2015,human,False
3627,spring,thu,grasslands,2015,drone,False
2249,summer,thu,grasslands,2015,drone,False
626,spring,wed,mountains,2015,robot-spy,True
3630,spring,fri,forest,2015,drone,False
3449,spring,mon,forest,2015,drone,False
302,autumn,fri,grasslands,2015,drone,True
3940,winter,wed,mountains,2015,drone,False
1111,summer,sun,forest,2015,robot-spy,False
3896,spring,tue,mountains,2015,drone,False
3936,summer,sun,mountains,2015,robot-spy,False
2278,winter,thu,forest,2015,drone,False
4600,winter,sun,forest,2015,drone,False
2289,spring,mon,forest,2015,robot-spy,False
4545,autumn,sun,grasslands,2015,drone,False
2,winter,mon,mountains,2015,drone,True
945,summer,tue,grasslands,2015,drone,False
4583,summer,thu,mountains,2015,drone,False
2210,spring,sun,hills,2015,robot-spy,False
270,spring,sun,hills,2015,human,True
4448,winter,wed,hills,2015,robot-spy,False
4660,summer,sun,forest,2015,robot-spy,False
568,autumn,mon,hills,2015,robot-spy,True
2207,summer,fri,hills,2015,robot-spy,False
1306,summer,wed,grasslands,2015,drone,False
3793,spring,thu,hills,2015,drone,False
2167,summer,mon,mountains,2015,drone,False
3325,winter,tue,mountains,2015,robot-spy,False
4989,summer,tue,hills,2015,drone,False
2484,summer,tue,forest,2015,robot-spy,False
925,winter,mon,mountains,2015,drone,False
230,autumn,tue,grasslands,2015,drone,True
4984,autumn,wed,grasslands,2015,human,False
4983,winter,sun,mountains,2015,drone,False
3825,autumn,sun,mountains,2015,drone,False
4978,spring,sat,hills,2015,robot-spy,False
4083,summer,tue,hills,2015,drone,False
3826,winter,sun,forest,2015,robot-spy,False
4430,summer,wed,hills,2015,drone,False
4428,autumn,fri,forest,2015,drone,False
1974,spring,sun,grasslands,2015,robot-spy,False
1969,spring,mon,grasslands,2015,drone,False
4683,summer,wed,mountains,2015,drone,False
2172,summer,mon,forest,2015,human,False
1358,spring,sat,mountains,2015,drone,False
5177,winter,wed,grasslands,2015,robot-spy,False
2454,winter,mon,mountains,2015,robot-spy,False
1288,summer,mon,forest,2015,drone,False
5007,summer,thu,forest,2015,robot-spy,False
1283,summer,fri,hills,2015,drone,False
362,spring,mon,mountains,2015,drone,True
1258,autumn,wed,mountains,2015,robot-spy,False
19,winter,mon,hills,2015,drone,True
812,winter,fri,grasslands,2015,drone,False
3416,winter,mon,hills,2015,human,False
4459,summer,mon,grasslands,2015,robot-spy,False
2144,winter,thu,grasslands,2015,drone,False
1239,autumn,fri,forest,2015,robot-spy,False
3420,winter,mon,forest,2015,drone,False
3439,winter,sun,mountains,2015,drone,False
4017,spring,sun,forest,2015,drone,False
935,winter,mon,grasslands,2015,drone,False
1237,autumn,sat,hills,2015,drone,False
3772,autumn,tue,mountains,2015,drone,False
3418,winter,thu,forest,2015,human,False
5020,autumn,tue,mountains,2015,robot-spy,False
4032,winter,thu,grasslands,2015,robot-spy,False
2257,autumn,tue,grasslands,2015,drone,False
3382,winter,sun,mountains,2015,drone,False
1272,summer,wed,forest,2015,robot-spy,False
2438,spring,sun,hills,2015,drone,False
4040,autumn,tue,hills,2015,drone,False
360,spring,mon,forest,2015,drone,True
638,winter,mon,mountains,2015,drone,True
1781,summer,sat,grasslands,2016,drone,False
104,winter,wed,grasslands,2016,drone,True
4538,autumn,thu,mountains,2016,drone,False
1748,winter,sun,grasslands,2016,robot-spy,False
4762,summer,mon,forest,2016,drone,False
2752,summer,sat,hills,2016,human,False
2736,winter,sun,mountains,2016,robot-spy,False
2722,spring,sat,mountains,2016,drone,False
2737,summer,sun,grasslands,2016,drone,False
1801,autumn,tue,mountains,2016,drone,False
1785,summer,wed,grasslands,2016,drone,False
1794,winter,fri,grasslands,2016,drone,False
4559,spring,sat,hills,2016,drone,False
115,winter,fri,hills,2016,drone,True
2723,autumn,sat,grasslands,2016,drone,False
4772,autumn,wed,mountains,2016,drone,False
2202,autumn,mon,forest,2016,drone,False
4547,spring,sun,mountains,2016,human,False
4553,autumn,fri,grasslands,2016,drone,False
2733,spring,fri,mountains,2016,human,False
2515,winter,sun,forest,2016,robot-spy,False
4530,spring,sat,grasslands,2016,robot-spy,False
2033,autumn,thu,grasslands,2016,drone,False
2578,winter,fri,grasslands,2016,robot-spy,False
4383,spring,sun,grasslands,2016,drone,False
4384,spring,mon,grasslands,2016,robot-spy,False
2434,winter,mon,forest,2016,human,False
2032,autumn,sun,forest,2016,drone,False
689,summer,thu,forest,2016,drone,True
2450,autumn,sun,mountains,2016,robot-spy,False
2456,summer,wed,hills,2016,drone,False
1910,autumn,fri,forest,2016,drone,False
145,autumn,tue,forest,2016,human,True
1919,summer,wed,hills,2016,robot-spy,False
2581,summer,fri,forest,2016,robot-spy,False
2464,spring,sat,forest,2016,drone,False
564,winter,mon,grasslands,2016,robot-spy,True
1925,winter,thu,grasslands,2016,drone,False
2471,autumn,mon,mountains,2016,drone,False
2477,spring,sat,forest,2016,drone,False
2488,autumn,wed,forest,2016,human,False
1737,spring,wed,mountains,2016,drone,False
4676,winter,thu,forest,2016,drone,False
559,spring,fri,grasslands,2016,drone,True
83,spring,thu,grasslands,2016,drone,True
4425,autumn,wed,hills,2016,robot-spy,False
2517,summer,thu,hills,2016,drone,False
2506,spring,sat,mountains,2016,drone,False
4669,spring,sat,grasslands,2016,drone,False
577,winter,wed,forest,2016,robot-spy,True
2049,spring,sat,grasslands,2016,human,False
2407,spring,fri,mountains,2016,drone,False
101,summer,tue,grasslands,2016,robot-spy,True
617,spring,fri,grasslands,2016,drone,True
4596,spring,fri,hills,2016,robot-spy,False
2271,summer,wed,hills,2016,drone,False
2662,autumn,wed,mountains,2016,robot-spy,False
2282,winter,thu,hills,2016,drone,False
2133,autumn,wed,forest,2016,robot-spy,False
1829,winter,tue,mountains,2016,drone,False
608,autumn,tue,grasslands,2016,robot-spy,True
607,winter,sun,mountains,2016,drone,True
4613,winter,sat,mountains,2016,drone,False
2328,winter,fri,hills,2016,drone,False
2333,spring,thu,mountains,2016,drone,False
2638,autumn,sat,grasslands,2016,drone,False
2341,summer,fri,forest,2016,robot-spy,False
2366,winter,thu,mountains,2016,drone,False
2077,autumn,fri,hills,2016,drone,False
592,autumn,tue,forest,2016,drone,True
4481,winter,fri,hills,2016,drone,False
132,autumn,fri,mountains,2016,drone,True
70,autumn,sat,mountains,2016,human,True
2065,autumn,thu,hills,2016,robot-spy,False
2398,winter,thu,forest,2016,drone,False
4635,autumn,wed,grasslands,2016,robot-spy,False
2608,summer,fri,hills,2016,robot-spy,False
4472,winter,wed,hills,2016,drone,False
2598,winter,fri,grasslands,2016,drone,False
2687,summer,thu,forest,2016,drone,False
1985,autumn,tue,mountains,2016,robot-spy,False
120,winter,sun,hills,2016,robot-spy,True
4991,winter,sat,forest,2016,drone,False
5008,winter,thu,grasslands,2016,robot-spy,False
21,winter,fri,hills,2016,drone,True
5013,winter,sun,forest,2016,drone,False
1274,spring,fri,grasslands,2016,drone,False
4036,autumn,mon,mountains,2016,drone,False
5026,summer,wed,mountains,2016,drone,False
817,spring,fri,mountains,2016,robot-spy,False
4011,winter,sat,grasslands,2016,robot-spy,False
4010,winter,sat,hills,2016,human,False
1205,winter,mon,forest,2016,drone,False
18,winter,thu,hills,2016,drone,True
5043,autumn,sun,forest,2016,drone,False
3469,spring,thu,mountains,2016,drone,False
3478,winter,sun,grasslands,2016,human,False
3997,summer,wed,hills,2016,robot-spy,False
3489,autumn,sat,hills,2016,drone,False
338,winter,fri,grasslands,2016,drone,True
3502,autumn,wed,forest,2016,robot-spy,False
3987,summer,thu,hills,2016,drone,False
3354,autumn,sat,forest,2016,drone,False
3345,autumn,mon,mountains,2016,robot-spy,False
5002,summer,wed,forest,2016,drone,False
369,winter,mon,grasslands,2016,drone,True
3209,winter,sat,mountains,2016,drone,False
3238,winter,wed,mountains,2016,drone,False
1398,summer,fri,grasslands,2016,robot-spy,False
1387,summer,tue,grasslands,2016,robot-spy,False
4105,autumn,thu,forest,2016,drone,False
1383,summer,tue,mountains,2016,drone,False
388,winter,mon,forest,2016,robot-spy,True
1369,winter,sat,grasslands,2016,drone,False
1353,winter,tue,mountains,2016,drone,False
3981,autumn,wed,hills,2016,robot-spy,False
4968,winter,fri,mountains,2016,robot-spy,False
4089,summer,mon,forest,2016,robot-spy,False
4974,winter,thu,grasslands,2016,drone,False
1330,spring,thu,hills,2016,drone,False
228,spring,wed,hills,2016,drone,True
1319,autumn,wed,mountains,2016,drone,False
372,autumn,wed,hills,2016,drone,True
235,autumn,thu,grasslands,2016,drone,True
1309,spring,sat,grasslands,2016,drone,False
1298,summer,thu,grasslands,2016,robot-spy,False
3281,summer,mon,mountains,2016,human,False
1421,autumn,fri,grasslands,2016,drone,False
5057,spring,sat,grasslands,2016,drone,False
3531,summer,sat,hills,2016,robot-spy,False
1015,summer,mon,hills,2016,robot-spy,False
884,spring,wed,hills,2016,robot-spy,False
990,autumn,sun,mountains,2016,drone,False
984,spring,wed,mountains,2016,drone,False
264,spring,thu,grasslands,2016,robot-spy,True
3743,winter,fri,grasslands,2016,drone,False
297,winter,tue,mountains,2016,drone,True
294,winter,wed,grasslands,2016,robot-spy,True
269,spring,tue,hills,2016,human,True
933,summer,tue,forest,2016,drone,False
3863,spring,thu,hills,2016,drone,False
909,spring,sat,hills,2016,drone,False
3782,summer,thu,mountains,2016,drone,False
3784,winter,wed,mountains,2016,drone,False
5170,summer,fri,forest,2016,drone,False
3798,winter,wed,hills,2016,drone,False
3855,summer,wed,mountains,2016,drone,False
282,summer,wed,hills,2016,robot-spy,True
914,spring,mon,grasslands,2016,drone,False
1024,autumn,tue,mountains,2016,robot-spy,False
1025,autumn,sun,forest,2016,drone,False
876,winter,mon,hills,2016,human,False
872,summer,thu,mountains,2016,drone,False
1171,summer,fri,hills,2016,drone,False
3546,summer,wed,hills,2016,drone,False
3576,autumn,tue,grasslands,2016,robot-spy,False
3584,winter,sat,grasslands,2016,robot-spy,False
5076,spring,fri,grasslands,2016,drone,False
320,autumn,mon,forest,2016,drone,True
3955,winter,fri,grasslands,2016,drone,False
5079,summer,mon,mountains,2016,human,False
1125,spring,sat,grasslands,2016,human,False
1179,summer,mon,forest,2016,drone,False
5082,winter,thu,grasslands,2016,robot-spy,False
5089,spring,fri,forest,2016,drone,False
5091,spring,wed,hills,2016,drone,False
1100,spring,thu,mountains,2016,human,False
3647,autumn,sat,hills,2016,robot-spy,False
313,autumn,sun,grasslands,2016,robot-spy,True
255,winter,thu,mountains,2016,robot-spy,True
3929,spring,thu,mountains,2016,drone,False
1092,winter,fri,grasslands,2016,human,False
3923,spring,fri,grasslands,2016,drone,False
858,winter,fri,forest,2016,robot-spy,False
4127,summer,mon,hills,2016,drone,False
647,winter,mon,mountains,2016,drone,True
407,spring,fri,hills,2016,human,True
3036,winter,fri,hills,2016,drone,False
2919,autumn,mon,mountains,2016,robot-spy,False
469,autumn,thu,mountains,2016,robot-spy,True
445,winter,fri,mountains,2016,robot-spy,True
4200,autumn,wed,mountains,2016,robot-spy,False
4871,summer,fri,mountains,2016,drone,False
4861,summer,thu,mountains,2016,robot-spy,False
4193,spring,fri,grasslands,2016,drone,False
2900,autumn,wed,forest,2016,robot-spy,False
4822,spring,thu,mountains,2016,drone,False
4238,autumn,thu,mountains,2016,robot-spy,False
4815,autumn,wed,grasslands,2016,human,False
4177,summer,mon,forest,2016,human,False
1679,winter,fri,grasslands,2016,robot-spy,False
198,autumn,tue,grasslands,2016,drone,True
1685,summer,sat,forest,2016,drone,False
190,summer,sat,hills,2016,human,True
3030,summer,thu,hills,2016,robot-spy,False
4235,autumn,thu,mountains,2016,drone,False
2953,spring,sat,mountains,2016,drone,False
1612,winter,sun,hills,2016,drone,False
1605,summer,mon,mountains,2016,drone,False
2988,spring,sun,hills,2016,drone,False
1597,autumn,sun,mountains,2016,drone,False
4210,spring,wed,grasslands,2016,drone,False
2992,autumn,sat,forest,2016,robot-spy,False
47,winter,wed,hills,2016,drone,True
4252,summer,sat,forest,2016,robot-spy,False
1583,spring,thu,hills,2016,robot-spy,False
4855,winter,thu,grasslands,2016,drone,False
450,winter,tue,grasslands,2016,drone,True
2945,spring,tue,grasslands,2016,robot-spy,False
2949,winter,thu,hills,2016,drone,False
761,spring,sat,mountains,2016,drone,True
1666,spring,sun,grasslands,2016,human,False
2967,winter,thu,grasslands,2016,drone,False
2774,winter,thu,grasslands,2016,robot-spy,False
1724,spring,tue,hills,2016,drone,False
4899,spring,tue,hills,2016,robot-spy,False
2772,autumn,sat,hills,2016,drone,False
3163,autumn,tue,forest,2016,drone,False
4153,summer,wed,mountains,2016,drone,False
1721,summer,fri,hills,2016,drone,False
3190,spring,fri,mountains,2016,robot-spy,False
1484,winter,wed,mountains,2016,drone,False
1719,autumn,wed,hills,2016,drone,False
1720,autumn,wed,grasslands,2016,drone,False
3176,summer,thu,hills,2016,drone,False
4905,summer,tue,grasslands,2016,robot-spy,False
3194,autumn,wed,mountains,2016,drone,False
1511,winter,sun,hills,2016,robot-spy,False
1690,summer,wed,grasslands,2016,drone,False
2847,autumn,sat,grasslands,2016,drone,False
1736,summer,sun,hills,2017,drone,False
1725,winter,mon,forest,2017,human,False
1098,autumn,tue,forest,2017,drone,False
2104,winter,mon,mountains,2017,drone,False
2174,spring,sat,grasslands,2017,drone,False
915,summer,wed,mountains,2017,drone,False
4577,summer,sat,grasslands,2017,robot-spy,False
5081,spring,fri,forest,2017,drone,False
2110,spring,thu,forest,2017,drone,False
4575,summer,sun,grasslands,2017,robot-spy,False
2126,spring,thu,hills,2017,drone,False
923,autumn,sat,forest,2017,drone,False
4607,spring,wed,mountains,2017,robot-spy,False
1814,summer,tue,hills,2017,drone,False
857,spring,tue,grasslands,2017,drone,False
1637,winter,fri,forest,2017,drone,False
1728,summer,sun,mountains,2017,robot-spy,False
709,winter,fri,mountains,2017,drone,True
972,summer,mon,hills,2017,human,False
4790,winter,thu,mountains,2017,drone,False
1767,autumn,fri,grasslands,2017,drone,False
978,summer,mon,mountains,2017,robot-spy,False
5142,summer,thu,hills,2017,robot-spy,False
957,autumn,fri,grasslands,2017,robot-spy,False
4812,summer,wed,hills,2017,drone,False
5154,summer,wed,forest,2017,robot-spy,False
1675,spring,thu,mountains,2017,drone,False
950,summer,sat,grasslands,2017,robot-spy,False
947,summer,sat,hills,2017,drone,False
5168,summer,thu,mountains,2017,robot-spy,False
1650,winter,thu,forest,2017,drone,False
931,autumn,sun,grasslands,2017,drone,False
1066,winter,mon,mountains,2017,robot-spy,False
5166,winter,mon,grasslands,2017,drone,False
2158,summer,mon,hills,2017,robot-spy,False
1074,winter,thu,forest,2017,drone,False
4829,winter,mon,grasslands,2017,robot-spy,False
2138,spring,sat,mountains,2017,drone,False
4793,spring,sun,mountains,2017,drone,False
1640,autumn,tue,forest,2017,drone,False
2142,autumn,sat,hills,2017,drone,False
1797,summer,wed,forest,2017,robot-spy,False
707,autumn,wed,grasslands,2017,robot-spy,True
4616,autumn,mon,forest,2017,robot-spy,False
4666,summer,mon,hills,2017,drone,False
5000,winter,sat,hills,2017,robot-spy,False
1517,spring,sun,forest,2017,drone,False
4784,autumn,tue,mountains,2017,drone,False
4990,winter,sun,hills,2017,drone,False
1503,spring,sat,mountains,2017,robot-spy,False
1324,spring,wed,hills,2017,drone,False
1325,spring,fri,forest,2017,human,False
765,spring,sun,hills,2017,robot-spy,True
4977,winter,fri,forest,2017,robot-spy,False
691,summer,sun,hills,2017,robot-spy,True
798,spring,sat,forest,2017,drone,False
4910,autumn,wed,grasslands,2017,drone,False
4911,autumn,fri,grasslands,2017,drone,False
1342,winter,tue,hills,2017,robot-spy,False
1489,autumn,sun,forest,2017,drone,False
793,spring,tue,mountains,2017,human,True
1367,summer,sun,grasslands,2017,robot-spy,False
1966,summer,sat,forest,2017,drone,False
680,summer,wed,forest,2017,drone,True
4925,summer,thu,forest,2017,drone,False
4929,summer,wed,forest,2017,drone,False
4950,autumn,fri,mountains,2017,human,False
4930,winter,mon,grasslands,2017,drone,False
4708,summer,wed,forest,2017,robot-spy,False
77,autumn,sun,grasslands,2017,human,True
1921,spring,tue,hills,2017,drone,False
1436,summer,mon,mountains,2017,drone,False
1930,spring,fri,forest,2017,drone,False
4897,spring,tue,mountains,2017,drone,False
1132,winter,sat,mountains,2017,drone,False
1892,winter,tue,forest,2017,robot-spy,False
1294,winter,fri,grasslands,2017,robot-spy,False
1823,autumn,thu,mountains,2017,drone,False
2090,summer,thu,mountains,2017,robot-spy,False
1146,spring,mon,mountains,2017,drone,False
667,summer,tue,forest,2017,human,True
2084,spring,sat,forest,2017,drone,False
1151,summer,fri,hills,2017,drone,False
843,winter,thu,forest,2017,drone,False
1168,spring,thu,hills,2017,drone,False
1922,summer,mon,forest,2017,robot-spy,False
2072,winter,mon,forest,2017,drone,False
4738,winter,fri,forest,2017,robot-spy,False
1189,autumn,tue,hills,2017,drone,False
1837,spring,fri,mountains,2017,drone,False
827,autumn,mon,hills,2017,drone,False
5048,spring,sat,mountains,2017,drone,False
5044,winter,fri,hills,2017,drone,False
2047,spring,fri,forest,2017,robot-spy,False
1562,autumn,tue,mountains,2017,drone,False
1206,autumn,mon,forest,2017,drone,False
2040,spring,thu,forest,2017,drone,False
1210,autumn,tue,mountains,2017,drone,False
1218,spring,fri,forest,2017,drone,False
4652,winter,wed,mountains,2017,robot-spy,False
753,winter,tue,grasslands,2017,drone,True
2027,spring,mon,hills,2017,drone,False
4886,summer,thu,mountains,2017,human,False
88,autumn,wed,hills,2017,drone,True
